"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Holt S.; Luyten M.R.; van der Schaar M.","Holt, Samuel (57761086600); Luyten, Max Ruiz (57985651400); van der Schaar, Mihaela (35605361700)","57761086600; 57985651400; 35605361700","L2MAC: LARGE LANGUAGE MODEL AUTOMATIC COMPUTER FOR EXTENSIVE CODE GENERATION","2024","12th International Conference on Learning Representations, ICLR 2024","","","","","","16","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85200607372&partnerID=40&md5=b1da5549ec8f82d7de3c9a2916e7c6cb","Transformer-based large language models (LLMs) are constrained by the fixed context window of the underlying transformer architecture, hindering their ability to produce long and coherent outputs. Memory-augmented LLMs are a promising solution, but current approaches cannot handle long output generation tasks since they (1) only focus on reading memory and reduce its evolution to the concatenation of new memories or (2) use very specialized memories that cannot adapt to other domains. This paper presents L2MAC, the first practical LLM-based general-purpose stored-program automatic computer (von Neumann architecture) framework, an LLM-based multi-agent system, for long and consistent output generation. Its memory has two components: the instruction registry, which is populated with a prompt program to solve the user-given task, and a file store, which will contain the final and intermediate outputs. Each instruction in turn is executed by a separate LLM agent, whose context is managed by a control unit capable of precise memory reading and writing to ensure effective interaction with the entire file store. These components enable L2MAC to generate extensive outputs, bypassing the constraints of the finite context window while producing outputs that fulfill a complex user-specified task. We empirically demonstrate that L2MAC achieves state-of-the-art performance in generating large codebases for system design tasks, significantly outperforming other coding methods in implementing the detailed user-specified task; we show that L2MAC works for general-purpose extensive text-based tasks, such as writing an entire book; and we provide valuable insights into L2MAC's performance improvement over existing methods. © 2024 12th International Conference on Learning Representations, ICLR 2024. All rights reserved.","","Computational linguistics; Multi agent systems; 'current; Architecture frameworks; Codegeneration; Context window; Control unit; Language model; Model agents; Model-based OPC; Neumann architecture; Two-component; Memory architecture","Conference paper","Final","","Scopus","2-s2.0-85200607372"
"Wael F.; Maklad Y.; Hamdi A.; Elsersy W.","Wael, Fares (59673008500); Maklad, Youssef (59673466500); Hamdi, Ali (57218862397); Elsersy, Wael (57201296603)","59673008500; 59673466500; 57218862397; 57201296603","An Agentic Flow for Finite State Machine Extraction using Prompt Chaining","2025","3rd International Conference on Intelligent Methods, Systems and Applications, IMSA 2025","","","","328","333","0","10.1109/IMSA65733.2025.11166906","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105018458701&doi=10.1109%2FIMSA65733.2025.11166906&partnerID=40&md5=414f6f0d9a586524894f5513bb923c5d","Finite-State Machines (FSMs) are critical for modeling the operational logic of network protocols, enabling verification, analysis, and vulnerability discovery. However, existing FSM extraction techniques face limitations such as scalability, incomplete coverage, and ambiguity in natural language specifications. In this paper, we propose FlowFSM, a novel agentic framework that leverages Large Language Models (LLMs) combined with prompt chaining and chain-of-thought reasoning to extract accurate FSMs from raw RFC documents. FlowFSM systematically processes protocol specifications, identifies state transitions, and constructs structured rule-books by chaining agent outputs. Experimental evaluation across FTP and RTSP protocols demonstrates that FlowFSM achieves high extraction precision while minimizing hallucinated transitions, showing promising results. Our findings highlight the potential of agent-based LLM systems in the advancement of protocol analysis and FSM inference for cybersecurity and reverse engineering applications.  © 2025 IEEE.","AI Agents; Chain-of-Thoughts; Finite-State Machine; Large Language Models; Prompt Chaining; Reverse Engineering","Artificial intelligence; Autonomous agents; Chains; Distributed computer systems; Finite automata; Internet protocols; Natural language processing systems; Specifications; AI agent; Chain-of-thought; Extraction techniques; Finite states machine; Language model; Large language model; Natural language specifications; Process protocol; Prompt chaining; Vulnerability discovery; Reverse engineering","Conference paper","Final","","Scopus","2-s2.0-105018458701"
"Banh L.; Holldack F.; Strobel G.","Banh, Leonardo (58639590200); Holldack, Florian (59730926600); Strobel, Gero (57205729621)","58639590200; 59730926600; 57205729621","Copiloting the future: How generative AI transforms Software Engineering","2025","Information and Software Technology","183","","107751","","","14","10.1016/j.infsof.2025.107751","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105002314681&doi=10.1016%2Fj.infsof.2025.107751&partnerID=40&md5=ec957fd7183021433113edc8f25894b6","Context: With rapid technological advancements, artificial intelligence (AI) has become integral to various sectors. Generative AI (GenAI) tools like ChatGPT or GitHub Copilot, with their unique content creation capabilities, pose transformative potential in Software Engineering by offering new ways to optimize software development processes. However, the integration into current processes also presents challenges that require a sociotechnical analysis to effectively realize GenAI's potential. Objective: This study investigates how GenAI can be leveraged in the domain of Software Engineering, exploring its action potentials and challenges to help businesses and developers optimize the adoption of this technology in their workflows. Method: We performed a qualitative study and collected data from expert interviews with eighteen professionals working in Software Engineering-related roles. Data analysis followed the principles of Grounded Theory to analyze how GenAI supports developers' goals, aligns with organizational practices, and facilitates integration into existing routines. Results: The findings demonstrate several opportunities of GenAI in Software Engineering to increase productivity in development teams. However, several key barriers were also identified, that should be accounted for in successful integrations. We synthesize the results in a grounded conceptual framework for GenAI adoption in Software Engineering. Conclusions: This study contributes to the discourse on GenAI in Software Engineering by providing a conceptual framework that aids in understanding the opportunities and challenges of GenAI. It offers practical guidelines for businesses and developers to enhance GenAI integration and lays the groundwork for future research on its impact in software development. © 2025 The Author(s)","Generative AI; Grounded Theory; Information system development; Software Engineering","Software design; 'current; Artificial intelligence tools; Conceptual frameworks; Content creation; Generative artificial intelligence; Grounded theory; Information system development; Sociotechnical; Software development process; Technological advancement; Information use","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105002314681"
"Peng B.; Liu M.; Liu Y.; Tian C.; Yu S.; Wang Z.","Peng, Bocheng (60346318500); Liu, Mingyi (57208466945); Liu, Yanguang (60345630200); Tian, Congcong (60345489800); Yu, Shuang (57218824197); Wang, Zhongjie (14009001300)","60346318500; 57208466945; 60345630200; 60345489800; 57218824197; 14009001300","MCPybarra: A Multi-agent Framework for Low-Cost, High-Quality MCP Service Generation","2026","Lecture Notes in Computer Science","16320 LNCS","","","51","65","0","10.1007/978-981-95-5012-8_4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105028287770&doi=10.1007%2F978-981-95-5012-8_4&partnerID=40&md5=c41694a762dcd6c2a1b65c6e32737783","Large Language Models (LLMs) increasingly depend on external tools and services for complex task execution, creating unprecedented demand for high-quality, reliable tool ecosystems. The Model Context Protocol (MCP) provides a standardized framework for LLM-tool integration, but its growth is severely constrained by prohibitive development costs and pervasive quality deficits in available services. We introduce MCPybarra, a novel multi-agent framework that automates the generation of high-quality MCP services from natural language requirements. Our approach employs three specialized agents—Code Generator, Quality Assurance Inspector, and Code Refiner—operating within a stateful workflow that implements continuous quality-driven iterative refinement. A comprehensive five-dimensional evaluation system provides objective quality assessment and guides automated improvement. Evaluation across 25 diverse MCP services demonstrates that MCPybarra-generated services surpass human-written counterparts in 72% of tasks, with particularly strong performance in non-functional dimensions such as Security and Robustness. The framework achieves this quality improvement at costs of $0.018-0.14 per service. Our work contributes both a novel quality-gated multi-agent paradigm for automated software engineering and a practical solution for scaling high-quality tool ecosystems essential for advanced LLM applications. The code, demo and technical supplementary materials are available at https://github.com/poutonwu/MCPybarra. © The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd. 2026.","Automated Service Generation; Model Context Protocol (MCP); Multi-Agent Systems; Service Quality Assurance","Application programs; Automation; Codes (symbols); Costs; Intelligent agents; Quality assurance; Quality control; Quality of service; Automated service generation; Automated services; High quality; Language model; Model context protocol; Model contexts; Multiagent framework; Multiagent systems (MASs); Quality modeling; Service quality assurances; Multi agent systems","Conference paper","Final","","Scopus","2-s2.0-105028287770"
"Mothukuri V.; Parizi R.M.","Mothukuri, Viraaji (57219391838); Parizi, Reza M. (24478984000)","57219391838; 24478984000","Automated Judging of LLM-based Smart Contract Security Auditors","2025","2025 IEEE International Conference on Blockchain and Cryptocurrency, ICBC 2025","","","","","","1","10.1109/ICBC64466.2025.11114647","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105015412544&doi=10.1109%2FICBC64466.2025.11114647&partnerID=40&md5=3463a6e2b1b96f5462803ae1787a0491","The rise of Large Language Model-based smart contract auditors, supplementing manual audits, lacks standardized evaluation methods. This creates considerable uncertainty about their reliability and effectiveness in identifying vulnerabilities. This gap is particularly critical as smart contract exploits continue to result in billion-dollar losses and the complexity of blockchain systems grows exponentially. Our research introduces smartJudge, a comprehensive evaluation framework that systematically assesses the capabilities of LLM-based smart contract auditors through multi-dimensional analysis. To develop smartJudge, we first created an agenticRAG architecture that leverages agents to acquire in-depth knowledge and build expertise on smart contract auditing, vulnerabilities, and best practices. We then developed a distilled LLM judge model that efficiently processes auditor outputs through strategic evaluation points to evaluate how well auditors detect vulnerability patterns, understand security research, and identify complex vulnerability chains. Finally, we constructed a benchmark suite with evaluation metrics providing a standardized way to measure auditor performance across diverse vulnerability types. Testing smartJudge on the representative LLM-based auditors revealed critical gaps in vulnerability detection capabilities, particularly in complex attack vectors and novel exploit patterns. Our framework provides insights for improving automated auditing tools and establishes the first systematic methodology for evaluating LLM-based smart contract auditors, addressing a crucial bottleneck in blockchain security tools.  © 2025 IEEE.","agenticRAG; Blockchain; Evaluation Framework; Graph-based Analysis; Large Language Models (LLMs); LLM Agents; LLM-as-a-judge; Security Auditing; Smart Contracts; Vulnerability Detection","Benchmarking; Big data; Distributed computer systems; Graphic methods; Intelligent agents; Security systems; Smart contract; Agenticrag; Block-chain; Evaluation framework; Graph-based; Graph-based analyze; Language model; Large language model; Large language model agent; Large language model-as-a-judge; Model agents; Security auditing; Vulnerability detection; Blockchain","Conference paper","Final","","Scopus","2-s2.0-105015412544"
"Pehar F.","Pehar, Franjo (56798595400)","56798595400","AI as Synthetic Users in Human-Centred Design: A Systematic Review","2025","2025 MIPRO 48th ICT and Electronics Convention, MIPRO 2025 - Proceedings","","","","1500","1509","1","10.1109/MIPRO65660.2025.11131969","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105016557833&doi=10.1109%2FMIPRO65660.2025.11131969&partnerID=40&md5=67792665c5a1ee1578fd2f4aba7d2342","In human-centred design (HCD), real users are the foundation of the design process, but ensuring their active involvement is often challenged by time, cost and resource constraints. Recent advances in artificial intelligence (AI) have introduced the concept of ""synthetic users""- AIdriven agents that simulate human participation in design and evaluation processes. This paper presents a systematic literature review of 52 peer-reviewed studies investigating how large language models (LLMs) and agent-based simulations function as synthetic users in different phases of HCD. Following PRISMA guidelines, we conducted structured searches in Web of Science and Scopus and applied inductive thematic analysis to group the studies into four main themes: (A) AI-generated personas and user profiles for user research; (B) AI support for ideation and prototyping; (C) simulated users for usability testing and evaluation; and (D) agent-based simulations for system validation and decision support. Our findings show that while synthetic users can significantly accelerate early design iterations and support creative exploration through rapid and scalable feedback, they also raise concerns about authenticity, variability, bias, and ethical validity. We examine these trade-offs and propose a hybrid evaluation model in which AI-driven techniques augment - without replacing - real user input, thereby preserving the fundamental role of real user insight in human-centred design. © 2025 IEEE.","agent-based modelling; design evaluation; human-centred design (HCD); large language models (LLMs); synthetic users; user simulation","Artificial intelligence; Autonomous agents; Decision support systems; Human computer interaction; Intelligent agents; Modeling languages; Simulation platform; User centered design; Agent based simulation; Agent-based model; Design evaluation; Human-centered design; Human-centred designs; Language model; Large language model; Synthetic user; Systematic Review; User simulation; Economic and social effects","Conference paper","Final","","Scopus","2-s2.0-105016557833"
"Ruan Y.; Maddison C.J.; Hashimoto T.","Ruan, Yangjun (57222312570); Maddison, Chris J. (56122100500); Hashimoto, Tatsunori (57202060550)","57222312570; 56122100500; 57202060550","Observational Scaling Laws and the Predictability of Language Model Performance","2024","Advances in Neural Information Processing Systems","37","","","","","5","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105000533983&partnerID=40&md5=7c3774601218127b98913424998d2772","Understanding how language model performance varies with scale is critical to benchmark and algorithm development. Scaling laws are one approach to building this understanding, but the requirement of training models across many different scales has limited their use. We propose an alternative, observational approach that bypasses model training and instead builds scaling laws from ∼100 publically available models. Building a single scaling law from multiple model families is challenging due to large variations in their training compute efficiencies and capabilities. However, we show that these variations are consistent with a simple, generalized scaling law where language model performance is a function of a low-dimensional capability space, and model families only vary in their efficiency in converting training compute to capabilities. Using this approach, we show the surprising predictability of complex scaling phenomena: we show that several emergent phenomena follow a smooth, sigmoidal behavior and are predictable from small models; we show that the agent performance of models such as GPT-4 can be precisely predicted from simpler non-agentic benchmarks; and we show how to predict the impact of post-training interventions like Chain-of-Thought and Self-Consistency as language model capabilities continue to improve. © 2024 Neural information processing systems foundation. All rights reserved.","","Learning systems; Scaling laws; Algorithms development; Dimensional capability; Language model; Low dimensional; Model training; Modeling performance; Multiple-modeling; Scalings; Simple++; Training model; Benchmarking","Conference paper","Final","","Scopus","2-s2.0-105000533983"
"Romeo F.; Arena L.; Blefari F.; Pironti F.A.; Lupinacci M.; Furfaro A.","Romeo, Francesco (59893265900); Arena, Luigi (60060218700); Blefari, Francesco (59208988100); Pironti, Francesco Aurelio (59245494600); Lupinacci, Matteo (59893265800); Furfaro, Angelo (6603877800)","59893265900; 60060218700; 59208988100; 59245494600; 59893265800; 6603877800","ARPaCCino: An Agentic-RAG for Policy as Code Compliance","2026","Communications in Computer and Information Science","2676 CCIS","","","467","481","2","10.1007/978-3-032-05727-3_39","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105017377592&doi=10.1007%2F978-3-032-05727-3_39&partnerID=40&md5=d43fea31a947e9ff1c105420758e7db3"," Policy as Code (PaC) is a paradigm that encodes security and compliance policies into machine-readable formats, enabling automated enforcement in Infrastructure as Code (IaC) environments. However, its adoption is hindered by the complexity of policy languages and the risk of misconfigurations. In this work, we present ARPaCCino, an agentic system that combines Large Language Models (LLMs), Retrieval-Augmented-Generation (RAG), and tool-based validation to automate the generation and verification of PaC rules. Given natural language descriptions of the desired policies, ARPaCCino generates formal Rego rules, assesses IaC compliance, and iteratively refines the IaC configurations to ensure conformance. Thanks to its modular agentic architecture and integration with external tools and knowledge bases, ARPaCCino supports policy validation across a wide range of technologies, including niche or emerging IaC frameworks. Experimental evaluation involving a Terraform-based case study demonstrates ARPaCCino’s effectiveness in generating syntactically and semantically correct policies, identifying non-compliant infrastructures, and applying corrective modifications, even when using smaller, open-weight LLMs. Our results highlight the potential of agentic RAG architectures to enhance the automation, reliability, and accessibility of PaC workflows. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2026.","Agentic AI; Large Language Models; Policy as Code; Retrieval Augmented Generation","Artificial intelligence; Codes (symbols); Computational linguistics; Information systems; Knowledge management; Natural language processing systems; Network security; Agentic AI; Automated enforcement; Code compliance; Language model; Large language model; Machine-readable format; Misconfigurations; Policy as code; Policy language; Retrieval augmented generation; Computational methods","Conference paper","Final","All Open Access; Green Open Access","Scopus","2-s2.0-105017377592"
"Nguyen D.S.H.; Nguyen M.T.; Nguyen P.T.; Di Rocco J.; Di Ruscio D.","Nguyen, Duc S. H. (59723940600); Nguyen, Minh T. (57215635601); Nguyen, Phuong T. (57209915714); Di Rocco, Juri (55877197500); Di Ruscio, Davide (57201633392)","59723940600; 57215635601; 57209915714; 55877197500; 57201633392","Automated summarization of software documents: an LLM-based multi-agent approach","2026","Automated Software Engineering","33","2","43","","","0","10.1007/s10515-025-00588-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105027165929&doi=10.1007%2Fs10515-025-00588-4&partnerID=40&md5=3c96bfb655eafea7b3770af734b2c748","Large Language Models (LLMs) and LLM-based Multi-Agent Systems (MAS) are revolutionizing software engineering (SE) by advancing automation, decision-making, and knowledge processing. Their recent application to SE tasks has already shown promising results. In this paper, we focus on summarization as a key application area. We present Metagente, an LLM-based MAS designed to generate concise and accurate summaries of software documentation. Metagente employs a Teacher–Student architecture where multiple LLM agents collaborate to enhance relevance and precision of produced summaries. An empirical evaluation on real-world datasets demonstrates Metagente ’s effectiveness in streamlining workflows, outperforming the considered baselines. The evaluation provides evidence that Metagente improves summarization for requirement analysis and technical documentation. Moreover, we also demonstrate that compared to a set of single, independent LLMs, the multi-agent architecture is meaningful and beneficial to the summarization of software documents. Our findings underscore the transformative potential of these technologies in SE, while identifying challenges and future research directions for their seamless integration. © The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature 2026.","GitHub; Google play; LLMs; Multi-agent systems; Summarization","Decision making; Intelligent agents; Teaching; Decisions makings; Github; Google plays; Knowledge processing; Language model; Large language model; Model-based OPC; Multi-agent approach; Multiagent systems (MASs); Summarization; Multi agent systems","Article","Final","","Scopus","2-s2.0-105027165929"
"Straub P.; Bülbül M.; Korfmann R.; Münch J.; Kuhrmann M.","Straub, Philipp (59471167600); Bülbül, Mustafa (59470388900); Korfmann, Robin (59337415900); Münch, Jürgen (7102005186); Kuhrmann, Marco (14015954200)","59471167600; 59470388900; 59337415900; 7102005186; 14015954200","Robust AI-Driven Artifact Model Generation for Development Standards in Regulated Domains","2026","Journal of Software: Evolution and Process","38","3","e70093","","","0","10.1002/smr.70093","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105032860777&doi=10.1002%2Fsmr.70093&partnerID=40&md5=d8cb4989472d9419185eb40b222d3b4d","In regulated domains such as aerospace or automotive software, compliance with standards like ECSS and ISO/IEC 26262 is mandatory to ensure safety and reliability. Artifacts, such as process or product models, lay the foundation for planning and managing development projects, as well as for measurement and evaluation tasks. Manually extracting such artifacts from PDF-based standards is time-consuming and error-prone. To address this issue, we developed a large language model (LLM)-based approach for automatically generating artifact models from standards. However, the evolution of AI models constitutes a challenge, since the extraction results might differ when updating the LLM to a newer version. In this article, we present an enhanced approach that strengthens the artifact-generation process against such challenges. The approach generates machine-readable artifact models that allow for automated measurement systems, for example, for monitoring compliance and controlling complex projects. The performance of the artifact model generation was evaluated using the ECSS standards from the aerospace domain and resulted in an average completeness of 100.00% and an average precision of 71.33% of the generated models. © 2026 The Author(s). Journal of Software: Evolution and Process published by John Wiley & Sons Ltd.","artifact modeling; generative AI; hardening of AI models; quality standards; software engineering; standards compliance with AI","ISO Standards; Software quality; Software reliability; Aerospace software; Artifact modeling; Generative AI; Hardening of AI model; Language model; Model generation; Quality standard; Software Evolution; Software process; Standard compliance with AI; Regulatory compliance","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105032860777"
"Wei Z.; Yue G.; Zhang Y.; Sun M.","Wei, Zeming (57794871200); Yue, Guanzhang (59146129500); Zhang, Yihao (57198522442); Sun, Meng (53983437100)","57794871200; 59146129500; 57198522442; 53983437100","On Mutation Testing of In-Context Learning Systems","2026","Journal of Systems Architecture","175","","103760","","","0","10.1016/j.sysarc.2026.103760","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105032361161&doi=10.1016%2Fj.sysarc.2026.103760&partnerID=40&md5=788b382b8164ca7c65a45c7996a45f32","Recently, Large Language Models (LLMs) have achieved tremendous success in various tasks. In particular, In-context Learning (ICL) has emerged as a popular inference paradigm for eliciting the reasoning capability of LLMs. In ICL systems, LLMs can efficiently learn new tasks during inference without modifying their parameters by adding only a few input–output example pairs demonstrating the task. Such mysterious ability of LLMs has attracted great research interests in understanding, formatting, and improving the in-context demonstrations, while still suffering from drawbacks like the sensitivity to the selection and organization of examples, making reliable evaluations for ICL systems crucial. Inspired by the foundations of adopting testing techniques in machine learning (ML) systems, we study the mutation testing technique for ICL systems, aiming to characterize the quality and effectiveness of their test data. First, we propose a general mutation testing framework for ICL systems, as well as the mutation operators and scores that are specialized for ICL demonstrations. Then, we implement this testing pipeline under various types of ICL systems, including classification, regression, and generation tasks. By adapting the generalized mutation operators and scores, we demonstrate the framework's versatility and effectiveness for different ICL applications. With comprehensive experiments across multiple models and benchmarks, we show the effectiveness of our framework in evaluating the reliability and quality of ICL test suites under various scenarios, contributing new insights and techniques for ICL system evaluation. Our code is available at https://github.com/weizeming/MILE. © 2026","In-context Learning; Large Language Models; Machine learning systems; Mutation testing","Benchmarking; Machine learning; Well testing; Context learning; In contexts; In-context learning; Language model; Large language model; Machine learning systems; Mutation operators; Mutation score; Mutation testing; Testing technique; Learning systems","Article","Final","","Scopus","2-s2.0-105032361161"
"Ning K.; Chen J.; Zhang J.; Li W.; Wang Z.; Feng Y.; Zhang W.; Zheng Z.","Ning, Kaiwen (57986062800); Chen, Jiachi (57184505400); Zhang, Jingwen (58871373200); Li, Wei (59305270600); Wang, Zexu (57220181988); Feng, Yuming (57223434648); Zhang, Weizhe (35263372000); Zheng, Zibin (59968454700)","57986062800; 57184505400; 58871373200; 59305270600; 57220181988; 57223434648; 35263372000; 59968454700","Defining and Detecting the Defects of Large Language Model-based Autonomous Agents","2026","IEEE Transactions on Software Engineering","","","","","","0","10.1109/TSE.2026.3658554","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105029044217&doi=10.1109%2FTSE.2026.3658554&partnerID=40&md5=b3a2c3948baa36667c5a8edfb04f51e6","Artificial intelligence (AI) agents are systems capable of perceiving their environment, autonomously planning and executing tasks. Recent advancements in Large Language Models (LLMs) have introduced a transformative paradigm for AI agents, enabling them to interact with external resources and tools through prompt techniques. This advancement has significantly extended the capabilities of LLMs, positioning LLM-based AI Agents as an important research area. In such agents, the workflow integrates developer-written code, which manages framework construction and logic control, with LLM-generated natural language that enhances dynamic decision-making and interaction. However, inconsistencies between LLM outputs and developer logic can lead to defects, such as tool invocation failures. These issues introduce specific risks, leading to various defects in LLM-based AI Agents, including service interruptions and incorrect output. Despite the importance of these issues, there is a lack of systematic work that focuses on analyzing LLM-based AI Agents to uncover defects in their code. To address this gap, we present the first study focused on identifying and detecting defects in LLM Agents. We collected and analyzed 14,754 relevant developer reports from StackOverflow and GitHub. We further filtered 2,604 valid posts to define and classify eight types of agent code defects. Then, we designed a static analysis tool, named Agentable, to detect these defects. Agentable leverages Code Property Graphs (CPGs) and LLMs to analyze Agent workflows by efficiently identifying specific code patterns and analyzing natural language descriptions. To evaluate Agentable, we constructed two datasets: AgentSet, which consists of 84 real world Agent projects, and AgentTest, which contains 78 Agent projects specifically designed to include various types of defects. Our evaluation shows that Agentable achieves a precision of 88.79% on the real-world agent dataset and a recall of 91.03% on the manually labeled defect dataset. Furthermore, our analysis identifies 889 defects in real-world agent projects, highlighting the prevalence of these issues in practice. © 1976-2012 IEEE.","Agent; Defects Definition and Detection; Large Language Model","","Article","Article in press","","Scopus","2-s2.0-105029044217"
"Sadrnezhaad M.; Hernández López J.A.; Mårtensson T.; Varró D.","Sadrnezhaad, Masoud (60216142600); Hernández López, José Antonio (57220116695); Mårtensson, Torvald (57192161976); Varró, Dániel (57203069783)","60216142600; 57220116695; 57192161976; 57203069783","Generative AI in Simulation-Based Test Environments for Large-Scale Cyber-Physical Systems: An Industrial Study","2026","Lecture Notes in Computer Science","16361 LNCS","","","203","219","0","10.1007/978-3-032-12089-2_13","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105023306090&doi=10.1007%2F978-3-032-12089-2_13&partnerID=40&md5=8004e25fcacc196048858aaca30fc876","Quality assurance for large-scale cyber-physical systems relies on sophisticated test activities using complex test environments investigated with the help of numerous types of simulators. As these systems grow, extensive resources are required to develop and maintain simulation models of hardware and software components, as well as physical environments. Meanwhile, recent advances in generative AI have led to tools that can produce executable test cases for software systems, offering potential benefits such as reducing manual efforts or increasing test coverage. However, the application of generative AI techniques to simulation-based testing of large-scale cyber-physical systems remains underexplored. To better understand this gap, this study captures practitioners’ perspectives on leveraging generative AI, based on a cross-company workshop with six organizations. Our contribution is twofold: (1) detailed, experience-based insights into challenges faced by engineers, and (2) a research agenda comprising three high-priority directions: (a) AI-generated scenarios and environment models, (b) simulators and AI in CI/CD pipelines, and (c) trustworthiness in generative AI for simulation. While participants acknowledged substantial potential, they also highlighted unresolved challenges. By detailing these issues, the paper aims to guide future academia-industry collaboration towards the responsible adoption of generative AI in simulation-based testing. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2026.","Cyber-physical system; Generative AI; Simulation; Test environment","Artificial intelligence; Environmental testing; Software testing; Cybe-physical systems; Cyber-physical systems; Extensive resources; Generative AI; Hardware and software components; Large-scales; Physical environments; Simulation; Simulation model; Test Environment; Quality assurance","Conference paper","Final","All Open Access; Green Open Access","Scopus","2-s2.0-105023306090"
"Guo X.; Yang X.; Peng M.; Lu H.; Zhu M.; Yang H.","Guo, Xusen (58970835100); Yang, Xinxi (59360590700); Peng, Mingxing (58971152600); Lu, Hongliang (58486284300); Zhu, Meixin (57188867140); Yang, Hai (7406556890)","58970835100; 59360590700; 58971152600; 58486284300; 57188867140; 7406556890","Automating traffic model enhancement with AI research agent","2025","Transportation Research Part C: Emerging Technologies","178","","105187","","","2","10.1016/j.trc.2025.105187","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105007166503&doi=10.1016%2Fj.trc.2025.105187&partnerID=40&md5=d95526e574edb68f91f89f2b9281315f","Developing efficient traffic models is crucial for optimizing modern transportation systems. However, current modeling approaches remain labor-intensive and prone to human errors due to their dependence on manual workflows. These processes typically involve extensive literature reviews, formula tuning, and iterative testing, which often lead to inefficiencies. To address this, we propose TR-Agent, an AI-powered framework that autonomously develops and refines traffic models through a closed-loop, iterative process. We structure the research pipeline into four key stages – idea generation, model formulation, model evaluation, and iterative optimization – and implement TR-Agent with four corresponding modules. These modules collaborate to retrieve knowledge from external sources, generate novel hypotheses, implement and debug models, and evaluate their performance on evaluation datasets. Through iteratively feedback and refinement, TR-Agent improves both modeling efficiency and effectiveness. We validate the framework on three representative traffic models: the Intelligent Driver Model (IDM) for car-following behavior, the MOBIL model for lane-changing, and the Lighthill–Whitham–Richards (LWR) speed-density relationship for macroscopic traffic flow modeling. Experimental results show substantial performance gains over the original models. To assess the robustness and generalizability of the improvements, we conduct additional evaluations across multiple real-world datasets, demonstrating consistent performance gains beyond the original development data. Furthermore, TR-Agent produces interpretable explanations for each improvement, enabling researchers to easily verify and extend its results. This makes TR-Agent a valuable assistant for traffic modeling refinement and a promising tool for broader applications in transportation research. To facilitate future work, we have open-sourced our framework at https://github.com/Guoxs/TR-Agent. © 2025 Elsevier Ltd","Autonomous research; Intelligent transportation system; Large language models; LLM-powered agents; Traffic models","Air traffic control; Highway traffic control; Navigation; Autonomous research; Current modeling; Intelligent transportation systems; Language model; Large language model; LLM-powered agent; Modeling approach; Performance Gain; Traffic modeling; Transportation system; artificial intelligence; automation; data set; intelligent transportation system; numerical model; road traffic; traffic management; Street traffic control","Article","Final","","Scopus","2-s2.0-105007166503"
